id,sentiment
"4530_8",0.536429
"5207_3",0.415709
"11648_10",0.579673
"8260_1",0.496331
"10730_10",0.578901
"10402_3",0.517967
"8077_1",0.430362
"8598_8",0.538787
"2809_3",0.342528
"12490_10",0.633284
"1447_9",0.613673
"1605_3",0.498846
"2311_4",0.377246
"3235_9",0.630641
"5725_10",0.554047
"9025_10",0.590336
"6049_9",0.563503
"4803_10",0.675168
"191_9",0.930921
"420_3",0.508233
"5238_2",0.465768
"1280_9",0.61254
"9408_4",0.459383
"819_1",0.439351
"1656_4",0.490822
"9964_3",0.487088
"10404_4",0.540747
"12369_10",0.538303
"6423_1",0.450843
"9942_8",0.523788
"1519_1",0.486764
"100_10",0.606108
"3216_10",0.563382
"3909_10",0.531607
"5034_7",0.615026
"14_8",0.676521
"5891_3",0.435781
"8496_10",0.653114
"7429_1",0.398572
"9457_1",0.442256
"9602_8",0.564304
"4198_1",0.372992
"154_2",0.494112
"5070_2",0.399175
"4207_8",0.613274
"7758_8",0.549471
"4439_9",0.596416
"12042_1",0.290478
"7244_1",0.442942
"6854_1",0.449555
"11932_10",0.548371
"4151_10",0.521698
"7265_1",0.345804
"10272_7",0.633108
"4256_4",0.396835
"1225_7",0.52753
"956_10",0.625326
"6389_2",0.479675
"1365_4",0.375373
"4752_7",0.540728
"276_10",0.657769
"8766_9",0.494502
"11225_10",0.609104
"6920_1",0.442677
"11536_1",0.29324
"1923_9",0.613205
"11460_10",0.541695
"10054_7",0.5774
"10845_1",0.35993
"10231_4",0.510994
"9430_8",0.584333
"3226_2",0.425687
"4298_3",0.45053
"10635_4",0.496535
"10567_4",0.429506
"5460_10",0.610044
"7310_7",0.616125
"10330_2",0.413989
"5151_9",0.790858
"11_3",0.538105
"1448_8",0.508371
"10130_8",0.662486
"2199_3",0.439731
"1761_10",0.519492
"2782_1",0.441142
"7618_10",0.652363
"85_10",0.552871
"5730_3",0.386726
"3641_1",0.454217
"8190_9",0.641544
"9533_10",0.635669
"9508_1",0.458419
"237_8",0.641088
"3981_7",0.532326
"7194_9",0.598119
"10584_8",0.531261
"248_2",0.417833
"8358_4",0.450024
"1218_1",0.470637
"4191_10",0.369542
"3090_8",0.549033
"11923_2",0.484646
"1640_8",0.570606
"9972_3",0.459507
"11818_4",0.563119
"4350_10",0.663339
"877_10",0.538436
"10017_8",0.529515
"7975_10",0.61495
"8436_1",0.379291
"6024_7",0.562333
"3112_1",0.428058
"951_10",0.554694
"1622_1",0.415937
"191_3",0.493525
"5669_1",0.385841
"1891_4",0.4681
"12173_9",0.522811
"7887_7",0.592146
"3256_10",0.462727
"5419_1",0.409529
"7635_1",0.40233
"8297_2",0.487747
"7137_8",0.599226
"7562_3",0.544347
"9944_1",0.407018
"4288_1",0.385468
"8087_1",0.540369
"4771_10",0.574662
"10482_10",0.578758
"5324_10",0.588255
"3080_1",0.476627
"10923_7",0.520409
"1753_7",0.626675
"317_10",0.602494
"12474_8",0.576046
"773_8",0.577402
"388_1",0.435653
"12141_2",0.477914
"5667_1",0.547114
"1071_9",0.640064
"2897_10",0.619588
"9481_4",0.527193
"12025_1",0.362662
"8879_7",0.544203
"5683_1",0.466471
"7026_1",0.461069
"2439_1",0.47302
"3631_7",0.579846
"1650_9",0.543759
"5378_7",0.678398
"9745_1",0.396395
"11563_8",0.506553
"299_8",0.69481
"9471_2",0.429781
"1866_1",0.450055
"2639_4",0.471989
"5122_1",0.397523
"12341_7",0.520197
"2936_8",0.574318
"8647_10",0.659908
"4255_9",0.574086
"7262_8",0.458522
"8413_10",0.545279
"10080_1",0.399175
"3973_1",0.517274
"8752_9",0.607325
"4018_2",0.484034
"7669_1",0.417847
"10421_4",0.44488
"7854_8",0.574265
"162_8",0.512387
"11614_9",0.534281
"11343_8",0.58174
"1708_7",0.476259
"7115_4",0.481035
"10498_10",0.517885
"2944_8",0.618195
"10474_3",0.475363
"1263_1",0.391969
"1693_4",0.550856
"9600_9",0.480912
"11173_2",0.471027
"3961_2",0.54185
"8011_1",0.481949
"7386_8",0.556503
"8787_8",0.518604
"12349_9",0.551582
"1776_4",0.492455
"5885_4",0.566581
"220_4",0.441172
"5547_8",0.572505
"2853_1",0.43191
"2157_2",0.439947
"11667_2",0.508194
"194_7",0.749978
"1633_1",0.400264
"6897_2",0.3114
"11568_2",0.463729
"9219_1",0.417919
"477_8",0.550425
"8980_3",0.516081
"4612_10",0.507883
"8030_10",0.683648
"1846_8",0.615941
"2786_8",0.540071
"2634_1",0.435484
"3110_8",0.512967
"11587_8",0.581504
"11262_8",0.524649
"5680_7",0.546855
"4583_4",0.514106
"1451_1",0.405008
"4244_4",0.274898
"6176_4",0.28042
"8851_10",0.582882
"908_9",0.66877
"7494_9",0.49758
"8061_3",0.506706
"789_1",0.466351
"2374_7",0.573813
"11225_3",0.446514
"4467_4",0.438773
"8516_10",0.526908
"4121_10",0.608544
"10267_7",0.558407
"6040_8",0.524138
"8338_7",0.571827
"2903_7",0.595217
"6662_9",0.662134
"5333_10",0.527254
"7470_4",0.433721
"8813_1",0.451926
"4514_3",0.51563
"9584_7",0.441183
"11706_8",0.639846
"11538_8",0.546457
"4210_1",0.329227
"8984_1",0.415331
"3431_4",0.370148
"4973_10",0.588828
"12260_1",0.389544
"4267_10",0.596144
"9906_9",0.687794
"670_7",0.563026
"6270_3",0.362245
"5164_4",0.483812
"9741_2",0.499793
"3761_8",0.524889
"2651_2",0.464578
"7448_10",0.608969
"7184_9",0.578555
"1313_9",0.529763
"10654_8",0.596928
"7151_1",0.351334
"2320_10",0.562767
"12033_7",0.526714
"6429_1",0.183078
"1420_4",0.560636
"3002_7",0.543587
"1299_1",0.448702
"7897_9",0.604406
"1529_4",0.373473
"9760_2",0.4401
"11318_1",0.463605
"2217_3",0.474695
"11641_2",0.468255
"7238_10",0.641023
"7710_8",0.546164
"12011_8",0.55223
"4495_7",0.602137
"11144_4",0.503522
"5625_2",0.43598
"2926_7",0.523666
"8538_8",0.54961
"8875_10",0.527231
"10881_10",0.577078
"1662_7",0.554678
"4560_9",0.614779
"6714_4",0.448954
"9059_10",0.556874
"6631_10",0.58753
"8520_1",0.423811
"918_4",0.495298
"3102_10",0.511949
"3611_2",0.427693
"8434_10",0.6013
"681_7",0.573639
"7386_4",0.447112
"7566_9",0.404483
"10110_10",0.556444
"10486_10",0.653535
"1492_3",0.473305
"11823_1",0.492857
"2331_9",0.562837
"2200_2",0.442331
"9547_1",0.403516
"785_2",0.371237
"5101_4",0.545002
"5657_10",0.51836
"6902_7",0.518361
"1490_9",0.558088
"7148_9",0.625385
"7387_8",0.4831
"8277_9",0.601759
"6912_7",0.638144
"170_2",0.514732
"7702_10",0.607484
"4393_3",0.34312
"2608_3",0.497457
"4931_8",0.687466
"10589_10",0.543222
"8623_4",0.394105
"6057_2",0.423579
"2704_9",0.57254
"1790_2",0.512739
"12370_1",0.357318
"159_1",0.394635
"343_9",0.794755
"2128_9",0.613009
"11181_8",0.686987
"11775_10",0.55088
"3514_10",0.582301
"6993_2",0.382586
"2866_9",0.524207
"1000_9",0.590334
"11772_7",0.514662
"3355_9",0.553455
"8519_8",0.590999
"7879_3",0.473465
"4332_10",0.583429
"5403_1",0.383856
"1514_7",0.419365
"7904_1",0.361366
"10550_2",0.520115
"11442_10",0.58036
"2821_3",0.472441
"5766_1",0.33407
"8061_9",0.724647
"2166_1",0.445184
"6206_1",0.46602
"11124_2",0.404759
"7625_10",0.517278
"90_9",0.586516
"7959_10",0.545684
"7029_10",0.596314
"779_8",0.769696
"1101_4",0.38708
"11189_4",0.402581
"9790_4",0.446694
"10861_1",0.40324
"5902_2",0.477919
"9545_10",0.505928
"3730_1",0.307447
"4951_9",0.633891
"3295_1",0.475456
"9495_2",0.466687
"2876_1",0.531305
"2796_1",0.41342
"10338_3",0.496051
"10913_7",0.465079
"4685_2",0.403118
"11586_1",0.425292
"4904_7",0.48026
"7110_7",0.575883
"2086_4",0.517038
"7372_7",0.552339
"135_9",0.582024
"7038_3",0.486226
"1119_2",0.424828
"5057_8",0.495376
"3479_10",0.631634
"6489_8",0.740766
"4910_8",0.55423
"5979_10",0.688971
"11304_1",0.386655
"2102_9",0.660255
"8048_1",0.407442
"12153_7",0.713535
"4832_8",0.612747
"3079_9",0.601112
"8254_2",0.438459
"7981_7",0.643241
"611_1",0.515835
"307_10",0.658045
"8861_3",0.441661
"4635_4",0.511765
"6197_7",0.582812
"6739_3",0.460025
"8588_9",0.606859
"8461_7",0.500634
"10089_1",0.49257
"2609_7",0.490288
"1418_3",0.505646
"2661_10",0.6353
"1253_9",0.535086
"8815_9",0.557297
"9867_8",0.578733
"2155_1",0.44813
"12259_4",0.438604
"11224_3",0.481852
"4781_1",0.362884
"4354_9",0.591314
"9629_9",0.577536
"3629_9",0.548037
"6445_10",0.597359
"9526_10",0.628849
"5138_2",0.460573
"349_10",0.615735
"2099_7",0.532561
"4411_1",0.502694
"8127_3",0.376385
"5225_8",0.536511
"7970_3",0.443881
"5688_7",0.573322
"12099_3",0.510723
"6020_4",0.513248
"3892_8",0.524594
"2098_8",0.567294
"4851_7",0.620336
"10967_10",0.515959
"6230_4",0.50427
"2211_2",0.337324
"11978_10",0.604087
"8802_1",0.439664
"11010_3",0.43476
"10083_2",0.515657
"5588_10",0.522956
"958_10",0.552111
"6771_4",0.472776
"6767_9",0.533905
"7302_10",0.591422
"5324_3",0.437603
"7737_10",0.598571
"8603_10",0.564137
"3029_7",0.650641
"8640_2",0.398506
"2139_1",0.370137
"6305_10",0.612172
"6884_7",0.589761
"5534_8",0.543207
"7619_8",0.576577
"10057_8",0.546905
"972_7",0.582411
"6245_8",0.57275
"6627_7",0.653545
"3621_10",0.49706
"2290_4",0.487988
"24_4",0.488764
"5689_1",0.350351
"6497_4",0.451739
"12405_4",0.505293
"11720_7",0.617647
"10088_1",0.436609
"9258_9",0.583139
"354_4",0.517171
"4770_10",0.567436
"1035_3",0.393571
"739_1",0.33682
"6267_7",0.589688
"1562_8",0.580654
"1438_1",0.426122
"281_8",0.586129
"1818_1",0.525747
"3943_3",0.486529
"8116_4",0.590712
"6984_1",0.431292
"5330_4",0.434238
"8821_8",0.617449
"10484_10",0.611514
"1886_4",0.39299
"7943_2",0.430831
"6438_7",0.644989
"8931_10",0.580693
"10538_10",0.515172
"534_10",0.577189
"7329_2",0.361595
"6614_2",0.52864
"710_10",0.577569
"3120_4",0.491829
"9046_1",0.397011
"5638_2",0.526485
"2455_4",0.437954
"2652_3",0.470541
"11006_4",0.462448
"5065_3",0.403834
"9805_10",0.588826
"7092_8",0.657241
"1735_10",0.543437
"3609_1",0.43913
"1201_10",0.570395
"11024_9",0.597071
"3807_10",0.570566
"4483_10",0.500162
"4510_7",0.677488
"8037_1",0.485644
"1760_1",0.419449
"133_8",0.570815
"9039_8",0.63925
"8462_4",0.510178
"2468_10",0.592004
"7684_3",0.404417
"10350_9",0.585545
"1199_10",0.712081
"8560_1",0.42806
"6405_3",0.307745
"1295_1",0.373272
"6420_1",0.435742
"12183_9",0.533602
"11619_1",0.389837
"1415_9",0.53361
"9414_1",0.394039
"7640_4",0.403387
"9211_9",0.564071
"557_9",0.530395
"4501_9",0.547899
"8711_10",0.507267
"2402_1",0.528166
"4586_10",0.62846
"176_3",0.463465
"3545_1",0.398718
"8932_1",0.363185
"5829_10",0.527086
"3409_10",0.721403
"3636_3",0.515401
"12048_7",0.593976
"10468_10",0.734291
"11546_10",0.594075
"9444_10",0.637323
"6275_1",0.331129
"152_4",0.5309
"4767_9",0.527838
"6751_1",0.375528
"10245_4",0.491755
"5407_8",0.632194
"1923_1",0.467189
"515_9",0.49231
"9988_1",0.482268
"5928_8",0.703359
"10163_4",0.46808
"7969_10",0.586946
"1494_4",0.492993
"11211_10",0.646322
"1957_1",0.395757
"8484_7",0.506461
"848_2",0.408733
"5177_1",0.498588
"10667_10",0.636138
"3075_1",0.448527
"9443_10",0.439885
"1572_8",0.609223
"11285_8",0.484125
"3125_1",0.518704
"9265_9",0.582525
"4072_1",0.372736
"6390_2",0.480785
"6496_4",0.535202
"8766_2",0.300156
"7787_10",0.594201
"5897_10",0.584178
"9027_1",0.451194
"1538_2",0.430089
"1220_3",0.349402
"8600_3",0.459586
"11432_2",0.392616
"1424_4",0.453924
"7344_10",0.637396
"10842_1",0.452581
"10332_10",0.596019
"4340_4",0.429507
"4868_4",0.463778
"11216_9",0.557079
"12027_10",0.530351
"6785_7",0.558552
"8773_8",0.622565
"8119_4",0.472285
"10138_10",0.554796
"7197_2",0.389544
"1536_3",0.461731
"9981_7",0.576271
"4753_1",0.478307
"2795_7",0.423679
"6672_4",0.493241
"10805_7",0.574829
"5866_1",0.429928
"570_1",0.371952
"11965_8",0.528327
"3288_1",0.432414
"8135_1",0.486896
"10094_9",0.66032
"5845_10",0.615056
"3570_8",0.573033
"1240_1",0.427234
"231_1",0.433473
"10628_9",0.567083
"3536_1",0.345096
"1852_10",0.558426
"8202_7",0.523572
"5907_7",0.543183
"1759_10",0.627901
"4492_10",0.577921
"4844_7",0.483104
"3189_10",0.529236
"3403_10",0.599414
"5874_2",0.362715
"7809_10",0.561086
"3632_9",0.600273
"11767_2",0.557434
"9925_3",0.511587
"4218_1",0.476269
"12036_7",0.586726
"8973_2",0.429919
"2464_10",0.643859
"4094_1",0.371345
"10592_1",0.40723
"10648_9",0.551283
"3887_10",0.567479
"9092_8",0.783547
"10666_10",0.586551
"8389_10",0.531097
"5281_10",0.622322
"6946_1",0.421282
"1132_1",0.442278
"10052_4",0.339301
"768_10",0.630315
"5432_3",0.465794
"7424_3",0.205578
"2366_2",0.49442
"2865_3",0.467022
"7806_2",0.440354
"8878_3",0.395142
"6298_7",0.634628
"4517_4",0.509119
"12018_10",0.567932
"3662_1",0.429146
"11393_10",0.619409
"2071_10",0.568911
"8217_8",0.643002
"6568_2",0.448955
"3840_10",0.609264
"1666_3",0.498571
"2360_7",0.577732
"5778_4",0.473873
"5341_4",0.47634
"4044_2",0.38037
"2503_3",0.467649
"4095_10",0.587132
"2092_2",0.347886
"2707_3",0.44802
"573_10",0.60243
"6441_7",0.634539
"7565_3",0.456141
"9499_7",0.56696
"657_10",0.635632
"8840_10",0.610148
"1407_4",0.491564
"12453_2",0.487022
"8273_9",0.566461
"8366_7",0.58158
"10643_9",0.478164
"9998_1",0.467098
"1385_1",0.440598
"1354_4",0.449247
"4674_7",0.527852
"3515_4",0.502232
"10426_8",0.509617
"10226_3",0.51669
"10391_4",0.31769
"9968_1",0.388177
"2893_3",0.428478
"2546_9",0.485817
"37_1",0.323189
"1757_10",0.627509
"1569_8",0.645447
"1466_3",0.469357
"7783_1",0.367659
"9506_10",0.505464
"10835_3",0.376141
"2917_9",0.626545
"2495_7",0.669347
"1686_10",0.656651
"2414_7",0.517163
"5318_8",0.59673
"8858_8",0.606066
"8112_1",0.44526
"6532_2",0.44926
"2526_10",0.643573
"11089_7",0.578154
"4297_8",0.510363
"3179_9",0.579489
"5832_10",0.628048
"10539_8",0.511835
"9226_10",0.521163
"9878_1",0.528572
"7940_10",0.581888
"7195_10",0.619528
"2979_1",0.510505
"3597_10",0.567291
"2931_8",0.518192
"8571_10",0.509024
"12148_1",0.208175
"4047_2",0.356656
"6164_10",0.617852
"2214_8",0.67303
"5903_1",0.498835
"7931_9",0.519533
"1205_3",0.50183
"5983_10",0.672631
"10424_7",0.53071
"11032_7",0.595802
"1303_10",0.701955
"10390_1",0.406142
"8349_2",0.486946
"3605_8",0.541392
"12273_1",0.358373
"60_1",0.336514
"3879_9",0.515705
"12431_4",0.50046
"4499_2",0.41042
"5786_10",0.543424
"5521_4",0.576948
"793_8",0.530835
"7948_3",0.423944
"9022_2",0.467872
"11071_1",0.472397
"4991_3",0.480285
"8226_1",0.429357
"8762_3",0.426452
"6918_4",0.559423
"844_10",0.579185
"11503_8",0.502312
"7406_8",0.598371
"7743_1",0.417465
"514_3",0.432471
"10927_9",0.518973
"3731_7",0.620247
"8870_4",0.523373
"11099_10",0.554368
"8456_10",0.597408
"10944_7",0.439776
"7168_3",0.446574
"3378_10",0.521156
"8203_3",0.521773
"5676_1",0.486887
"5061_9",0.640393
"6238_8",0.522672
"1136_8",0.487614
"6234_3",0.424053
"9510_3",0.596958
"9632_7",0.469558
"4357_1",0.501496
"1176_9",0.601169
"10821_8",0.585703
"4143_4",0.487456
"5074_8",0.569721
"11673_1",0.343606
"11072_2",0.362364
"1816_4",0.520515
"3974_7",0.540287
"796_4",0.42164
"8540_2",0.41965
"10959_8",0.610893
"4576_10",0.517348
"7030_1",0.490708
"3340_10",0.529465
"3223_3",0.408597
"3030_1",0.497683
"4194_1",0.448309
"11322_1",0.407976
"1785_1",0.262228
"7109_2",0.479033
"4120_1",0.447103
"3024_7",0.565465
"589_2",0.454708
"2480_10",0.548259
"4878_1",0.465946
"571_1",0.497123
"12156_8",0.59007
"7547_9",0.595243
"6577_10",0.627043
"7101_3",0.505821
"1731_3",0.534675
"10424_1",0.480296
"9056_10",0.607866
"11959_3",0.28132
"6952_4",0.489855
"8709_10",0.603351
"4716_10",0.625431
"2393_10",0.595622
"4007_7",0.507799
"1196_2",0.464269
"8483_1",0.388134
"1840_3",0.51196
"6108_1",0.445032
"4621_8",0.587768
"11332_4",0.529959
"8800_10",0.534248
"886_7",0.665964
"6495_8",0.50763
"6193_10",0.493407
"10297_1",0.274591
"4233_1",0.410476
"3121_10",0.560914
"1681_10",0.52196
"5789_1",0.388861
"6446_10",0.538558
"479_9",0.640598
"6401_1",0.433839
"7602_1",0.357387
"10792_1",0.471765
"11436_9",0.773782
"6944_1",0.420859
"6275_9",0.393472
"7314_10",0.624136
"8887_9",0.560506
"1835_8",0.620195
"8403_7",0.518239
"2090_1",0.420617
"12310_1",0.482625
"9795_9",0.587219
"4260_1",0.415734
"3214_4",0.505258
"10974_8",0.529298
"3374_10",0.448205
"2251_2",0.352378
"2325_7",0.619433
"28_9",0.519667
